"","PresentationOrder","Condition","File","Subject","Group","Accent","TalkerID","AccRating","Block","Sentence","Mean.PossibleKeywords","Stimulus.OnsetTime","Stimulus.OffsetTime","Mean.Response.ACC","Mean.Response.RESP","PercentCorrect","Duration","OnsetMarker","ResponseOnset","version","Group2"
"3811","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,1,"The bath towel was wet",4,10499,12095,0,1,0.25,1566,NA,-1566,"new","OHI"
"3812","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,2,"The yellow pears tasted good",4,21485,23415,0,2,0.5,1900,NA,-1900,"new","OHI"
"3813","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,3,"The cook cut some onions",4,35765,37865,1,4,1,2070,NA,-2070,"new","OHI"
"3814","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,4,"The woman cleaned her house",4,45525,47295,0,2,0.5,1740,NA,-1740,"new","OHI"
"3815","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,5,"Mother stirred her tea",4,56618,58404,0,0,0,1756,NA,-1756,"new","OHI"
"3816","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,6,"The cook is making a cake",3,69751,71574,1,3,1,1793,NA,-1793,"new","OHI"
"3817","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,7,"The cup is hanging on a hook",4,80711,82674,1,4,1,1933,NA,-1933,"new","OHI"
"3818","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,8,"The children dropped the bag",3,91804,93564,0,2,0.666666666666667,1730,NA,-1730,"new","OHI"
"3819","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,9,"The child grabbed the toy",3,106471,108604,0,2,0.666666666666667,2103,NA,-2103,"new","OHI"
"3820","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,10,"The broom stood in the corner",4,118697,120494,1,4,1,1767,NA,-1767,"new","OHI"
"3821","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,11,"The small boy was asleep",4,133217,135094,0,2,0.5,1847,NA,-1847,"new","OHI"
"3822","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,12,"The floor looked clean",3,149150,150873,0,1,0.333333333333333,1693,NA,-1693,"new","OHI"
"3823","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,13,"The girl lost her doll",4,160937,162453,0,1,0.25,1486,NA,-1486,"new","OHI"
"3824","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,14,"The dog came back",3,173497,174853,1,3,1,1326,NA,-1326,"new","OHI"
"3825","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,15,"Somebody took the money",3,182243,183873,1,3,1,1600,NA,-1600,"new","OHI"
"3826","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,16,"The kitchen sink is empty",4,192323,194203,1,4,1,1850,NA,-1850,"new","OHI"
"3827","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,17,"The truck carried fruit",3,203443,204703,0,0,0,1230,NA,-1230,"new","OHI"
"3828","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,18,"The old gloves are dirty",4,217563,219243,0,2,0.5,1650,NA,-1650,"new","OHI"
"3829","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,19,"The park is near the road",4,232736,234462,0,2,0.5,1696,NA,-1696,"new","OHI"
"3830","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,20,"They had a lovely day",3,243802,245332,1,3,1,1500,NA,-1500,"new","OHI"
"3831","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,21,"The light went out",3,253469,254822,0,2,0.666666666666667,1323,NA,-1323,"new","OHI"
"3832","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,22,"They laughed at his story",4,262816,264652,0,1,0.25,1806,NA,-1806,"new","OHI"
"3833","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,23,"The train had a bad accident",4,275309,277422,1,4,1,2083,NA,-2083,"new","OHI"
"3834","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,24,"Men wear long pants",4,287162,288632,0,2,0.5,1440,NA,-1440,"new","OHI"
"3835","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,25,"The cold milk is in a pitcher",4,304175,306481,0,0,0,2276,NA,-2276,"new","OHI"
"3836","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,26,"The sun melted the snow",3,322001,323601,1,3,1,1570,NA,-1570,"new","OHI"
"3837","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,27,"They finished the dinner",2,334068,335401,1,2,1,1303,NA,-1303,"new","OHI"
"3838","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,28,"The lady went to store",4,345855,347401,1,4,1,1516,NA,-1516,"new","OHI"
"3839","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,29,"A sharp knife is dangerous",4,356374,358471,1,4,1,2067,NA,-2067,"new","OHI"
"3840","Fifth","C2","AD_A","314","OHI","Spanish","S1M",5.89,30,"The smart girls are reading",4,370441,372011,0,0,0,1540,NA,-1540,"new","OHI"
"3841","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,1,"The cold milk is in a pitcher",4,20398,22634,1,4,1,2206,NA,-2206,"new","ONH"
"3842","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,2,"They finished the dinner",2,33918,35784,1,2,1,1836,NA,-1836,"new","ONH"
"3843","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,3,"The sun melted the snow",3,45291,47174,1,3,1,1853,NA,-1853,"new","ONH"
"3844","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,4,"The child grabbed the toy",3,57264,59323,0,2,0.666666666666667,2029,NA,-2029,"new","ONH"
"3845","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,5,"The girl lost her doll",4,72504,74693,0,3,0.75,2159,NA,-2159,"new","ONH"
"3846","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,6,"The woman cleaned her house",4,88624,90883,1,4,1,2229,NA,-2229,"new","ONH"
"3847","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,7,"The truck carried fruit",3,101197,103313,0,2,0.666666666666667,2086,NA,-2086,"new","ONH"
"3848","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,8,"They laughed at his story",4,114704,116893,1,4,1,2159,NA,-2159,"new","ONH"
"3849","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,9,"The yellow pears tasted good",4,128344,130613,1,4,1,2239,NA,-2239,"new","ONH"
"3850","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,10,"They had a lovely day",3,141983,143602,1,3,1,1589,NA,-1589,"new","ONH"
"3851","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,11,"The lady went to store",4,152517,154452,1,4,1,1905,NA,-1905,"new","ONH"
"3852","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,12,"The smart girls are reading",4,164570,167102,0,0,0,2502,NA,-2502,"new","ONH"
"3853","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,13,"The old gloves are dirty",4,180050,181962,0,3,0.75,1882,NA,-1882,"new","ONH"
"3854","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,14,"The light went out",3,196116,197912,1,3,1,1766,NA,-1766,"new","ONH"
"3855","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,15,"The train had a bad accident",4,208516,211272,1,4,1,2726,NA,-2726,"new","ONH"
"3856","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,16,"A sharp knife is dangerous",4,220649,223181,1,4,1,2502,NA,-2502,"new","ONH"
"3857","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,17,"The bath towel was wet",4,232542,234761,1,4,1,2189,NA,-2189,"new","ONH"
"3858","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,18,"The cook cut some onions",4,246049,248291,1,4,1,2212,NA,-2212,"new","ONH"
"3859","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,19,"Men wear long pants",4,261555,264081,1,4,1,2496,NA,-2496,"new","ONH"
"3860","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,20,"The cup is hanging on a hook",4,274222,276151,0,0,0,1899,NA,-1899,"new","ONH"
"3861","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,21,"The broom stood in the corner",4,289608,291781,1,4,1,2143,NA,-2143,"new","ONH"
"3862","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,22,"The kitchen sink is empty",4,301915,303750,0,3,0.75,1805,NA,-1805,"new","ONH"
"3863","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,23,"The cook is making a cake",3,314688,316580,1,3,1,1862,NA,-1862,"new","ONH"
"3864","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,24,"Mother stirred her tea",4,327021,328940,1,4,1,1889,NA,-1889,"new","ONH"
"3865","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,25,"The floor looked clean",3,338461,340680,1,3,1,2189,NA,-2189,"new","ONH"
"3866","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,26,"Somebody took the money",3,349301,351120,1,3,1,1789,NA,-1789,"new","ONH"
"3867","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,27,"The park is near the road",4,359127,361200,1,4,1,2043,NA,-2043,"new","ONH"
"3868","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,28,"The small boy was asleep",4,370714,373130,0,3,0.75,2386,NA,-2386,"new","ONH"
"3869","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,29,"The children dropped the bag",3,383500,385309,0,2,0.666666666666667,1779,NA,-1779,"new","ONH"
"3870","Third","C2","AD_B","7210","ONH-7","Spanish","UMD1",5.74,30,"The dog came back",3,394820,396609,1,3,1,1759,NA,-1759,"new","ONH"
"3871","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,1,"The floor looked clean",3,17747,19961,1,3,1,2184,NA,-2184,"new","YNH"
"3872","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,2,"They had a lovely day",3,28402,30020,1,3,1,1588,NA,-1588,"new","YNH"
"3873","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,3,"A sharp knife is dangerous",4,37722,40260,1,4,1,2508,NA,-2508,"new","YNH"
"3874","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,4,"The child grabbed the toy",3,49483,51540,1,3,1,2027,NA,-2027,"new","YNH"
"3875","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,5,"The small boy was asleep",4,60177,62589,0,3,0.75,2382,NA,-2382,"new","YNH"
"3876","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,6,"The yellow pears tasted good",4,71604,73869,1,4,1,2235,NA,-2235,"new","YNH"
"3877","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,7,"They finished the dinner",2,82512,84379,1,2,1,1837,NA,-1837,"new","YNH"
"3878","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,8,"The train had a bad accident",4,92619,95379,0,3,0.75,2730,NA,-2730,"new","YNH"
"3879","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,9,"The children dropped the bag",3,104847,106648,0,2,0.666666666666667,1771,NA,-1771,"new","YNH"
"3880","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,10,"The cup is hanging on a hook",4,117448,119368,0,1,0.25,1890,NA,-1890,"new","YNH"
"3881","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,11,"The light went out",3,129568,131370,1,3,1,1772,NA,-1772,"new","YNH"
"3882","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,12,"The woman cleaned her house",4,139996,142249,1,4,1,2223,NA,-2223,"new","YNH"
"3883","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,13,"The broom stood in the corner",4,151103,153279,0,3,0.75,2146,NA,-2146,"new","YNH"
"3884","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,14,"Mother stirred her tea",4,163317,165228,0,2,0.5,1881,NA,-1881,"new","YNH"
"3885","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,15,"The cook cut some onions",4,173545,175788,1,4,1,2213,NA,-2213,"new","YNH"
"3886","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,16,"The lady went to store",4,184199,186139,1,4,1,1910,NA,-1910,"new","YNH"
"3887","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,17,"The park is near the road",4,194306,196378,1,4,1,2042,NA,-2042,"new","YNH"
"3888","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,18,"The dog came back",3,206440,208227,1,3,1,1757,NA,-1757,"new","YNH"
"3889","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,19,"The bath towel was wet",4,215961,218178,1,4,1,2187,NA,-2187,"new","YNH"
"3890","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,20,"The smart girls are reading",4,226149,228687,0,1,0.25,2508,NA,-2508,"new","YNH"
"3891","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,21,"The cook is making a cake",3,238243,240138,1,3,1,1865,NA,-1865,"new","YNH"
"3892","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,22,"The old gloves are dirty",4,248337,250258,0,2,0.5,1891,NA,-1891,"new","YNH"
"3893","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,23,"The girl lost her doll",4,259271,261457,1,4,1,2156,NA,-2156,"new","YNH"
"3894","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,24,"The sun melted the snow",3,271432,273316,1,3,1,1854,NA,-1854,"new","YNH"
"3895","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,25,"The cold milk is in a pitcher",4,282032,284268,1,4,1,2206,NA,-2206,"new","YNH"
"3896","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,26,"The kitchen sink is empty",4,293820,295657,1,4,1,1807,NA,-1807,"new","YNH"
"3897","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,27,"Men wear long pants",4,306941,309466,1,4,1,2495,NA,-2495,"new","YNH"
"3898","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,28,"They laughed at his story",4,321048,323237,1,4,1,2159,NA,-2159,"new","YNH"
"3899","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,29,"The truck carried fruit",3,333463,335577,0,2,0.666666666666667,2084,NA,-2084,"new","YNH"
"3900","Fourth","C2","AD_B","7116","YNH-7","Spanish","UMD1",5.74,30,"Somebody took the money",3,345650,347466,1,3,1,1786,NA,-1786,"new","YNH"
"3901","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,1,"The smart girls are reading",4,9890,11457,0,0,0,1537,NA,-1537,"new","OHI"
"3902","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,2,"The truck carried fruit",3,23371,24628,0,0,0,1227,NA,-1227,"new","OHI"
"3903","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,3,"The cook is making a cake",3,37252,39077,1,3,1,1795,NA,-1795,"new","OHI"
"3904","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,4,"The cup is hanging on a hook",4,49573,51537,1,4,1,1934,NA,-1934,"new","OHI"
"3905","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,5,"The small boy was asleep",4,62240,64116,0,2,0.5,1846,NA,-1846,"new","OHI"
"3906","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,6,"The old gloves are dirty",4,74828,76506,1,4,1,1648,NA,-1648,"new","OHI"
"3907","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,7,"The yellow pears tasted good",4,86949,88877,0,0,0,1898,NA,-1898,"new","OHI"
"3908","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,8,"The woman cleaned her house",4,104523,106287,1,4,1,1734,NA,-1734,"new","OHI"
"3909","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,9,"The park is near the road",4,116978,118706,0,3,0.75,1698,NA,-1698,"new","OHI"
"3910","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,10,"They finished the dinner",2,131179,132516,1,2,1,1307,NA,-1307,"new","OHI"
"3911","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,11,"The light went out",3,142526,143886,1,3,1,1330,NA,-1330,"new","OHI"
"3912","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,12,"The children dropped the bag",3,152380,154136,1,3,1,1726,NA,-1726,"new","OHI"
"3913","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,13,"The child grabbed the toy",3,166088,168226,0,2,0.666666666666667,2108,NA,-2108,"new","OHI"
"3914","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,14,"The floor looked clean",3,179369,181095,0,2,0.666666666666667,1696,NA,-1696,"new","OHI"
"3915","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,15,"The train had a bad accident",4,191516,193635,1,4,1,2089,NA,-2089,"new","OHI"
"3916","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,16,"They laughed at his story",4,202984,204816,0,0,0,1802,NA,-1802,"new","OHI"
"3917","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,17,"Men wear long pants",4,218465,219934,0,0,0,1439,NA,-1439,"new","OHI"
"3918","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,18,"The broom stood in the corner",4,231559,233355,1,4,1,1766,NA,-1766,"new","OHI"
"3919","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,19,"They had a lovely day",3,244173,245694,1,3,1,1491,NA,-1491,"new","OHI"
"3920","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,20,"The cook cut some onions",4,254920,257014,0,3,0.75,2064,NA,-2064,"new","OHI"
"3921","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,21,"The girl lost her doll",4,269962,271474,0,0,0,1482,NA,-1482,"new","OHI"
"3922","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,22,"The sun melted the snow",3,284923,286515,1,3,1,1562,NA,-1562,"new","OHI"
"3923","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,23,"The lady went to store",4,294763,296305,1,4,1,1512,NA,-1512,"new","OHI"
"3924","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,24,"Mother stirred her tea",4,306097,307884,0,0,0,1757,NA,-1757,"new","OHI"
"3925","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,25,"The cold milk is in a pitcher",4,317698,320003,1,4,1,2275,NA,-2275,"new","OHI"
"3926","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,26,"Somebody took the money",3,333659,335283,1,3,1,1594,NA,-1594,"new","OHI"
"3927","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,27,"The bath towel was wet",4,346047,347643,0,0,0,1566,NA,-1566,"new","OHI"
"3928","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,28,"The kitchen sink is empty",4,360248,362124,1,4,1,1846,NA,-1846,"new","OHI"
"3929","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,29,"A sharp knife is dangerous",4,372249,374344,1,4,1,2065,NA,-2065,"new","OHI"
"3930","Third","C2","AD_A","315","OHI","Spanish","S1M",5.89,30,"The dog came back",3,383743,385104,1,3,1,1331,NA,-1331,"new","OHI"
"3931","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,1,"The yellow pears tasted good",4,12577,14844,0,1,0.25,2237,NA,-2237,"new","ONH"
"3932","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,2,"The kitchen sink is empty",4,33190,35023,0,3,0.75,1803,NA,-1803,"new","ONH"
"3933","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,3,"The floor looked clean",3,48176,50393,1,3,1,2187,NA,-2187,"new","ONH"
"3934","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,4,"The cup is hanging on a hook",4,62443,64363,0,3,0.75,1890,NA,-1890,"new","ONH"
"3935","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,5,"The sun melted the snow",3,77603,79493,1,3,1,1860,NA,-1860,"new","ONH"
"3936","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,6,"The cold milk is in a pitcher",4,89442,91682,0,3,0.75,2210,NA,-2210,"new","ONH"
"3937","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,7,"The woman cleaned her house",4,104029,106282,1,4,1,2223,NA,-2223,"new","ONH"
"3938","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,8,"The lady went to store",4,117735,119672,1,4,1,1907,NA,-1907,"new","ONH"
"3939","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,9,"A sharp knife is dangerous",4,134775,137312,0,3,0.75,2507,NA,-2507,"new","ONH"
"3940","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,10,"Men wear long pants",4,152028,154552,1,4,1,2494,NA,-2494,"new","ONH"
"3941","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,11,"The old gloves are dirty",4,168188,170102,0,2,0.5,1884,NA,-1884,"new","ONH"
"3942","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,12,"The truck carried fruit",3,183335,185451,0,2,0.666666666666667,2086,NA,-2086,"new","ONH"
"3943","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,13,"The small boy was asleep",4,199134,201551,1,4,1,2387,NA,-2387,"new","ONH"
"3944","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,14,"They finished the dinner",2,217854,219721,0,0,0,1837,NA,-1837,"new","ONH"
"3945","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,15,"The smart girls are reading",4,235654,238191,0,0,0,2507,NA,-2507,"new","ONH"
"3946","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,16,"The girl lost her doll",4,254534,256721,0,3,0.75,2157,NA,-2157,"new","ONH"
"3947","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,17,"The bath towel was wet",4,270574,272790,1,4,1,2186,NA,-2186,"new","ONH"
"3948","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,18,"The dog came back",3,285747,287530,1,3,1,1753,NA,-1753,"new","ONH"
"3949","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,19,"The park is near the road",4,299293,301370,0,3,0.75,2047,NA,-2047,"new","ONH"
"3950","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,20,"The cook is making a cake",3,313946,315840,1,3,1,1864,NA,-1864,"new","ONH"
"3951","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,21,"They had a lovely day",3,326786,328400,0,1,0.333333333333333,1584,NA,-1584,"new","ONH"
"3952","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,22,"They laughed at his story",4,344573,346759,0,1,0.25,2156,NA,-2156,"new","ONH"
"3953","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,23,"The light went out",3,363852,365649,0,1,0.333333333333333,1767,NA,-1767,"new","ONH"
"3954","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,24,"The cook cut some onions",4,384906,387149,0,3,0.75,2213,NA,-2213,"new","ONH"
"3955","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,25,"The child grabbed the toy",3,403159,405209,0,0,0,2020,NA,-2020,"new","ONH"
"3956","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,26,"The train had a bad accident",4,422652,425408,0,3,0.75,2726,NA,-2726,"new","ONH"
"3957","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,27,"The broom stood in the corner",4,441305,443478,0,0,0,2143,NA,-2143,"new","ONH"
"3958","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,28,"Somebody took the money",3,456118,457928,1,3,1,1780,NA,-1780,"new","ONH"
"3959","Second","C2","AD_B","7211","ONH-7","Spanish","UMD1",5.74,29,"Mother stirred her tea",4,467278,469198,1,4,1,1890,NA,-1890,"new","ONH"
